Age,Weight,Height,BMI,Fitness Goal
18,75,165,27.548209366391188,Lose Weight
18,80,165,29.384756657483933,Lose Weight
18,85,165,31.22130394857668,Lose Weight
18,90,165,33.057851239669425,Lose Weight
18,95,165,34.894398530762174,Lose Weight
18,100,165,36.73094582185492,Lose Weight
18,105,165,38.567493112947666,Lose Weight
18,110,165,40.40404040404041,Lose Weight
18,115,165,42.24058769513316,Lose Weight
18,120,165,44.0771349862259,Lose Weight
18,125,165,45.91368227731865,Lose Weight
18,130,165,47.75022956841139,Lose Weight
18,135,165,49.58677685950414,Lose Weight
18,140,165,51.42332415059688,Lose Weight
18,145,165,53.25987144168963,Lose Weight
18,40,170,13.84083044982699,Gain Weight
18,45,170,15.570934256055365,Gain Weight
18,50,170,17.301038062283737,Gain Weight
18,55,170,19.031141868512112,Maintain Weight
18,60,170,20.761245674740486,Maintain Weight
18,65,170,22.49134948096886,Maintain Weight
18,70,170,24.221453287197235,Maintain Weight
18,75,170,25.95155709342561,Lose Weight
18,80,170,27.68166089965398,Lose Weight
18,85,170,29.411764705882355,Lose Weight
18,90,170,31.14186851211073,Lose Weight
18,95,170,32.871972318339104,Lose Weight
18,100,170,34.602076124567475,Lose Weight
18,105,170,36.33217993079585,Lose Weight
18,110,170,38.062283737024224,Lose Weight
18,115,170,39.7923875432526,Lose Weight
18,120,170,41.52249134948097,Lose Weight
18,125,170,43.25259515570935,Lose Weight
18,130,170,44.98269896193772,Lose Weight
18,135,170,46.71280276816609,Lose Weight
18,140,170,48.44290657439447,Lose Weight
18,145,170,50.17301038062284,Lose Weight
18,40,175,13.061224489795919,Gain Weight
18,45,175,14.693877551020408,Gain Weight
18,50,175,16.3265306122449,Gain Weight
18,55,175,17.959183673469386,Gain Weight
18,60,175,19.591836734693878,Maintain Weight
18,65,175,21.224489795918366,Maintain Weight
18,70,175,22.857142857142858,Maintain Weight
18,75,175,24.489795918367346,Maintain Weight
18,80,175,26.122448979591837,Lose Weight
18,85,175,27.755102040816325,Lose Weight
18,90,175,29.387755102040817,Lose Weight
18,95,175,31.020408163265305,Lose Weight
18,100,175,32.6530612244898,Lose Weight
18,105,175,34.285714285714285,Lose Weight
18,110,175,35.91836734693877,Lose Weight
18,115,175,37.55102040816327,Lose Weight
18,120,175,39.183673469387756,Lose Weight
18,125,175,40.816326530612244,Lose Weight
18,130,175,42.44897959183673,Lose Weight
18,135,175,44.08163265306123,Lose Weight
18,140,175,45.714285714285715,Lose Weight
18,145,175,47.3469387755102,Lose Weight
18,40,180,12.345679012345679,Gain Weight
18,45,180,13.888888888888888,Gain Weight
18,50,180,15.432098765432098,Gain Weight
18,55,180,16.975308641975307,Gain Weight
18,60,180,18.51851851851852,Maintain Weight
18,65,180,20.061728395061728,Maintain Weight
18,70,180,21.604938271604937,Maintain Weight
18,75,180,23.148148148148145,Maintain Weight
18,80,180,24.691358024691358,Maintain Weight
18,85,180,26.234567901234566,Lose Weight
18,90,180,27.777777777777775,Lose Weight
18,95,180,29.320987654320987,Lose Weight
18,100,180,30.864197530864196,Lose Weight
18,105,180,32.407407407407405,Lose Weight
18,110,180,33.95061728395061,Lose Weight
18,115,180,35.49382716049382,Lose Weight
18,120,180,37.03703703703704,Lose Weight
18,125,180,38.58024691358025,Lose Weight
18,130,180,40.123456790123456,Lose Weight
18,135,180,41.666666666666664,Lose Weight
18,140,180,43.20987654320987,Lose Weight
18,145,180,44.75308641975308,Lose Weight
18,40,185,11.68736303871439,Gain Weight
18,45,185,13.148283418553687,Gain Weight
18,50,185,14.609203798392986,Gain Weight
18,55,185,16.070124178232284,Gain Weight
18,60,185,17.531044558071585,Gain Weight
18,65,185,18.991964937910883,Maintain Weight
18,70,185,20.45288531775018,Maintain Weight
18,75,185,21.913805697589478,Maintain Weight
18,80,185,23.37472607742878,Maintain Weight
18,85,185,24.835646457268076,Maintain Weight
18,90,185,26.296566837107374,Lose Weight
18,95,185,27.757487216946675,Lose Weight
18,100,185,29.218407596785973,Lose Weight
18,105,185,30.67932797662527,Lose Weight
18,110,185,32.14024835646457,Lose Weight
18,115,185,33.60116873630387,Lose Weight
18,120,185,35.06208911614317,Lose Weight
18,125,185,36.523009495982464,Lose Weight
18,130,185,37.983929875821765,Lose Weight
18,135,185,39.444850255661066,Lose Weight
18,140,185,40.90577063550036,Lose Weight
18,145,185,42.36669101533966,Lose Weight
18,40,190,11.0803324099723,Gain Weight
18,45,190,12.465373961218837,Gain Weight
18,50,190,13.850415512465375,Gain Weight
18,55,190,15.235457063711912,Gain Weight
18,60,190,16.62049861495845,Gain Weight
18,65,190,18.005540166204987,Gain Weight
18,70,190,19.390581717451525,Maintain Weight
18,75,190,20.775623268698062,Maintain Weight
18,80,190,22.1606648199446,Maintain Weight
18,85,190,23.545706371191137,Maintain Weight
18,90,190,24.930747922437675,Lose Weight
18,95,190,26.315789473684212,Lose Weight
18,100,190,27.70083102493075,Lose Weight
18,105,190,29.085872576177287,Lose Weight
18,110,190,30.470914127423825,Lose Weight
18,115,190,31.855955678670362,Lose Weight
18,120,190,33.2409972299169,Lose Weight
18,125,190,34.62603878116344,Lose Weight
18,130,190,36.011080332409975,Lose Weight
18,135,190,37.39612188365651,Lose Weight
18,140,190,38.78116343490305,Lose Weight
18,145,190,40.16620498614959,Lose Weight
18,40,195,10.519395134779751,Gain Weight
18,45,195,11.834319526627219,Gain Weight
18,50,195,13.149243918474689,Gain Weight
18,55,195,14.464168310322158,Gain Weight
18,60,195,15.779092702169626,Gain Weight
18,65,195,17.094017094017094,Gain Weight
18,70,195,18.408941485864563,Gain Weight
18,75,195,19.723865877712033,Maintain Weight
18,80,195,21.038790269559502,Maintain Weight
18,85,195,22.353714661406972,Maintain Weight
18,90,195,23.668639053254438,Maintain Weight
18,95,195,24.983563445101908,Lose Weight
18,100,195,26.298487836949377,Lose Weight
18,105,195,27.613412228796847,Lose Weight
18,110,195,28.928336620644316,Lose Weight
18,115,195,30.243261012491782,Lose Weight
18,120,195,31.558185404339252,Lose Weight
18,125,195,32.87310979618672,Lose Weight
18,130,195,34.18803418803419,Lose Weight
18,135,195,35.50295857988166,Lose Weight
18,140,195,36.81788297172913,Lose Weight
18,145,195,38.132807363576596,Lose Weight
19,40,150,17.77777777777778,Gain Weight
19,45,150,20.0,Maintain Weight
19,50,150,22.22222222222222,Maintain Weight
19,55,150,24.444444444444443,Maintain Weight
19,60,150,26.666666666666668,Lose Weight
19,65,150,28.88888888888889,Lose Weight
19,70,150,31.11111111111111,Lose Weight
19,75,150,33.333333333333336,Lose Weight
19,80,150,35.55555555555556,Lose Weight
19,85,150,37.77777777777778,Lose Weight
19,90,150,40.0,Lose Weight
19,95,150,42.22222222222222,Lose Weight
19,100,150,44.44444444444444,Lose Weight
19,105,150,46.666666666666664,Lose Weight
19,110,150,48.888888888888886,Lose Weight
19,115,150,51.111111111111114,Lose Weight
19,120,150,53.333333333333336,Lose Weight
19,125,150,55.55555555555556,Lose Weight
19,130,150,57.77777777777778,Lose Weight
19,135,150,60.0,Lose Weight
19,140,150,62.22222222222222,Lose Weight
19,145,150,64.44444444444444,Lose Weight
19,40,155,16.649323621227886,Gain Weight
19,45,155,18.730489073881373,Maintain Weight
19,50,155,20.811654526534856,Maintain Weight
19,55,155,22.892819979188342,Maintain Weight
19,60,155,24.97398543184183,Lose Weight
19,65,155,27.055150884495315,Lose Weight
19,70,155,29.1363163371488,Lose Weight
19,75,155,31.217481789802285,Lose Weight
19,80,155,33.29864724245577,Lose Weight
19,85,155,35.37981269510926,Lose Weight
19,90,155,37.460978147762745,Lose Weight
19,95,155,39.54214360041623,Lose Weight
19,100,155,41.62330905306971,Lose Weight
19,105,155,43.7044745057232,Lose Weight
19,110,155,45.785639958376684,Lose Weight
19,115,155,47.86680541103017,Lose Weight
19,120,155,49.94797086368366,Lose Weight
19,125,155,52.029136316337144,Lose Weight
19,130,155,54.11030176899063,Lose Weight
19,135,155,56.19146722164411,Lose Weight
19,140,155,58.2726326742976,Lose Weight
19,145,155,60.353798126951084,Lose Weight
19,40,160,15.624999999999996,Gain Weight
19,45,160,17.578124999999996,Gain Weight
19,50,160,19.531249999999996,Maintain Weight
19,55,160,21.484374999999996,Maintain Weight
19,60,160,23.437499999999996,Maintain Weight
19,65,160,25.390624999999996,Lose Weight
19,70,160,27.343749999999996,Lose Weight
19,75,160,29.296874999999993,Lose Weight
19,80,160,31.249999999999993,Lose Weight
19,85,160,33.20312499999999,Lose Weight
19,90,160,35.15624999999999,Lose Weight
19,95,160,37.10937499999999,Lose Weight
19,100,160,39.06249999999999,Lose Weight
19,105,160,41.01562499999999,Lose Weight
19,110,160,42.96874999999999,Lose Weight
19,115,160,44.92187499999999,Lose Weight
19,120,160,46.87499999999999,Lose Weight
19,125,160,48.82812499999999,Lose Weight
19,130,160,50.78124999999999,Lose Weight
19,135,160,52.73437499999999,Lose Weight
19,140,160,54.68749999999999,Lose Weight
19,145,160,56.640624999999986,Lose Weight
19,40,165,14.692378328741967,Gain Weight
19,45,165,16.528925619834713,Gain Weight
19,50,165,18.36547291092746,Gain Weight
19,55,165,20.202020202020204,Maintain Weight
19,60,165,22.03856749311295,Maintain Weight
19,65,165,23.875114784205696,Maintain Weight
19,70,165,25.71166207529844,Lose Weight
19,75,165,27.548209366391188,Lose Weight
19,80,165,29.384756657483933,Lose Weight
19,85,165,31.22130394857668,Lose Weight
19,90,165,33.057851239669425,Lose Weight
19,95,165,34.894398530762174,Lose Weight
19,100,165,36.73094582185492,Lose Weight
19,105,165,38.567493112947666,Lose Weight
19,110,165,40.40404040404041,Lose Weight
19,115,165,42.24058769513316,Lose Weight
19,120,165,44.0771349862259,Lose Weight
19,125,165,45.91368227731865,Lose Weight
19,130,165,47.75022956841139,Lose Weight
19,135,165,49.58677685950414,Lose Weight
19,140,165,51.42332415059688,Lose Weight
19,145,165,53.25987144168963,Lose Weight
19,40,170,13.84083044982699,Gain Weight
19,45,170,15.570934256055365,Gain Weight
19,50,170,17.301038062283737,Gain Weight
19,55,170,19.031141868512112,Maintain Weight
19,60,170,20.761245674740486,Maintain Weight
19,65,170,22.49134948096886,Maintain Weight
19,70,170,24.221453287197235,Maintain Weight
19,75,170,25.95155709342561,Lose Weight
19,80,170,27.68166089965398,Lose Weight
19,85,170,29.411764705882355,Lose Weight
19,90,170,31.14186851211073,Lose Weight
19,95,170,32.871972318339104,Lose Weight
19,100,170,34.602076124567475,Lose Weight
19,105,170,36.33217993079585,Lose Weight
19,110,170,38.062283737024224,Lose Weight
19,115,170,39.7923875432526,Lose Weight
19,120,170,41.52249134948097,Lose Weight
19,125,170,43.25259515570935,Lose Weight
19,130,170,44.98269896193772,Lose Weight
19,135,170,46.71280276816609,Lose Weight
19,140,170,48.44290657439447,Lose Weight
19,145,170,50.17301038062284,Lose Weight
19,40,175,13.061224489795919,Gain Weight
19,45,175,14.693877551020408,Gain Weight
19,50,175,16.3265306122449,Gain Weight
19,55,175,17.959183673469386,Gain Weight
19,60,175,19.591836734693878,Maintain Weight
19,65,175,21.224489795918366,Maintain Weight
19,70,175,22.857142857142858,Maintain Weight
19,75,175,24.489795918367346,Maintain Weight
19,80,175,26.122448979591837,Lose Weight
19,85,175,27.755102040816325,Lose Weight
19,90,175,29.387755102040817,Lose Weight
19,95,175,31.020408163265305,Lose Weight
19,100,175,32.6530612244898,Lose Weight
19,105,175,34.285714285714285,Lose Weight
19,110,175,35.91836734693877,Lose Weight
19,115,175,37.55102040816327,Lose Weight
19,120,175,39.183673469387756,Lose Weight
19,125,175,40.816326530612244,Lose Weight
19,130,175,42.44897959183673,Lose Weight
19,135,175,44.08163265306123,Lose Weight
19,140,175,45.714285714285715,Lose Weight
19,145,175,47.3469387755102,Lose Weight
19,40,180,12.345679012345679,Gain Weight
19,45,180,13.888888888888888,Gain Weight
19,50,180,15.432098765432098,Gain Weight
19,55,180,16.975308641975307,Gain Weight
19,60,180,18.51851851851852,Maintain Weight
19,65,180,20.061728395061728,Maintain Weight
19,70,180,21.604938271604937,Maintain Weight
19,75,180,23.148148148148145,Maintain Weight
19,80,180,24.691358024691358,Maintain Weight
19,85,180,26.234567901234566,Lose Weight
19,90,180,27.777777777777775,Lose Weight
19,95,180,29.320987654320987,Lose Weight
19,100,180,30.864197530864196,Lose Weight
19,105,180,32.407407407407405,Lose Weight
19,110,180,33.95061728395061,Lose Weight
19,115,180,35.49382716049382,Lose Weight
19,120,180,37.03703703703704,Lose Weight
19,125,180,38.58024691358025,Lose Weight
19,130,180,40.123456790123456,Lose Weight
19,135,180,41.666666666666664,Lose Weight
19,140,180,43.20987654320987,Lose Weight
19,145,180,44.75308641975308,Lose Weight
19,40,185,11.68736303871439,Gain Weight
19,45,185,13.148283418553687,Gain Weight
19,50,185,14.609203798392986,Gain Weight
19,55,185,16.070124178232284,Gain Weight
19,60,185,17.531044558071585,Gain Weight
19,65,185,18.991964937910883,Maintain Weight
19,70,185,20.45288531775018,Maintain Weight
19,75,185,21.913805697589478,Maintain Weight
19,80,185,23.37472607742878,Maintain Weight
19,85,185,24.835646457268076,Maintain Weight
19,90,185,26.296566837107374,Lose Weight
19,95,185,27.757487216946675,Lose Weight
19,100,185,29.218407596785973,Lose Weight
19,105,185,30.67932797662527,Lose Weight
19,110,185,32.14024835646457,Lose Weight
19,115,185,33.60116873630387,Lose Weight
19,120,185,35.06208911614317,Lose Weight
19,125,185,36.523009495982464,Lose Weight
19,130,185,37.983929875821765,Lose Weight
19,135,185,39.444850255661066,Lose Weight
19,140,185,40.90577063550036,Lose Weight
19,145,185,42.36669101533966,Lose Weight
19,40,190,11.0803324099723,Gain Weight
19,45,190,12.465373961218837,Gain Weight
19,50,190,13.850415512465375,Gain Weight
19,55,190,15.235457063711912,Gain Weight
19,60,190,16.62049861495845,Gain Weight
19,65,190,18.005540166204987,Gain Weight
19,70,190,19.390581717451525,Maintain Weight
19,75,190,20.775623268698062,Maintain Weight
19,80,190,22.1606648199446,Maintain Weight
19,85,190,23.545706371191137,Maintain Weight
19,90,190,24.930747922437675,Lose Weight
19,95,190,26.315789473684212,Lose Weight
19,100,190,27.70083102493075,Lose Weight
19,105,190,29.085872576177287,Lose Weight
19,110,190,30.470914127423825,Lose Weight
19,115,190,31.855955678670362,Lose Weight
19,120,190,33.2409972299169,Lose Weight
19,125,190,34.62603878116344,Lose Weight
19,130,190,36.011080332409975,Lose Weight
19,135,190,37.39612188365651,Lose Weight
19,140,190,38.78116343490305,Lose Weight
19,145,190,40.16620498614959,Lose Weight
19,40,195,10.519395134779751,Gain Weight
19,45,195,11.834319526627219,Gain Weight
19,50,195,13.149243918474689,Gain Weight
19,55,195,14.464168310322158,Gain Weight
19,60,195,15.779092702169626,Gain Weight
19,65,195,17.094017094017094,Gain Weight
19,70,195,18.408941485864563,Gain Weight
19,75,195,19.723865877712033,Maintain Weight
19,80,195,21.038790269559502,Maintain Weight
19,85,195,22.353714661406972,Maintain Weight
19,90,195,23.668639053254438,Maintain Weight
19,95,195,24.983563445101908,Lose Weight
19,100,195,26.298487836949377,Lose Weight
19,105,195,27.613412228796847,Lose Weight
19,110,195,28.928336620644316,Lose Weight
19,115,195,30.243261012491782,Lose Weight
19,120,195,31.558185404339252,Lose Weight
19,125,195,32.87310979618672,Lose Weight
19,130,195,34.18803418803419,Lose Weight
19,135,195,35.50295857988166,Lose Weight
19,140,195,36.81788297172913,Lose Weight
19,145,195,38.132807363576596,Lose Weight
20,40,150,17.77777777777778,Gain Weight
20,45,150,20.0,Maintain Weight
20,50,150,22.22222222222222,Maintain Weight
20,55,150,24.444444444444443,Maintain Weight
20,60,150,26.666666666666668,Lose Weight
20,65,150,28.88888888888889,Lose Weight
20,70,150,31.11111111111111,Lose Weight
20,75,150,33.333333333333336,Lose Weight
20,80,150,35.55555555555556,Lose Weight
20,85,150,37.77777777777778,Lose Weight
20,90,150,40.0,Lose Weight
20,95,150,42.22222222222222,Lose Weight
20,100,150,44.44444444444444,Lose Weight
20,105,150,46.666666666666664,Lose Weight
20,110,150,48.888888888888886,Lose Weight
20,115,150,51.111111111111114,Lose Weight
20,120,150,53.333333333333336,Lose Weight
20,125,150,55.55555555555556,Lose Weight
20,130,150,57.77777777777778,Lose Weight
20,135,150,60.0,Lose Weight
20,140,150,62.22222222222222,Lose Weight
20,145,150,64.44444444444444,Lose Weight
20,40,155,16.649323621227886,Gain Weight
20,45,155,18.730489073881373,Maintain Weight
20,50,155,20.811654526534856,Maintain Weight
20,55,155,22.892819979188342,Maintain Weight
20,60,155,24.97398543184183,Lose Weight
20,65,155,27.055150884495315,Lose Weight
20,70,155,29.1363163371488,Lose Weight
20,75,155,31.217481789802285,Lose Weight
20,80,155,33.29864724245577,Lose Weight
20,85,155,35.37981269510926,Lose Weight
20,90,155,37.460978147762745,Lose Weight
20,95,155,39.54214360041623,Lose Weight
20,100,155,41.62330905306971,Lose Weight
20,105,155,43.7044745057232,Lose Weight
20,110,155,45.785639958376684,Lose Weight
20,115,155,47.86680541103017,Lose Weight
20,120,155,49.94797086368366,Lose Weight
20,125,155,52.029136316337144,Lose Weight
20,130,155,54.11030176899063,Lose Weight
20,135,155,56.19146722164411,Lose Weight
20,140,155,58.2726326742976,Lose Weight
20,145,155,60.353798126951084,Lose Weight
20,40,160,15.624999999999996,Gain Weight
20,45,160,17.578124999999996,Gain Weight
20,50,160,19.531249999999996,Maintain Weight
20,55,160,21.484374999999996,Maintain Weight
20,60,160,23.437499999999996,Maintain Weight
20,65,160,25.390624999999996,Lose Weight
20,70,160,27.343749999999996,Lose Weight
20,75,160,29.296874999999993,Lose Weight
20,80,160,31.249999999999993,Lose Weight
20,85,160,33.20312499999999,Lose Weight
20,90,160,35.15624999999999,Lose Weight
20,95,160,37.10937499999999,Lose Weight
20,100,160,39.06249999999999,Lose Weight
20,105,160,41.01562499999999,Lose Weight
20,110,160,42.96874999999999,Lose Weight
20,115,160,44.92187499999999,Lose Weight
20,120,160,46.87499999999999,Lose Weight
20,125,160,48.82812499999999,Lose Weight
20,130,160,50.78124999999999,Lose Weight
20,135,160,52.73437499999999,Lose Weight
20,140,160,54.68749999999999,Lose Weight
20,145,160,56.640624999999986,Lose Weight
20,40,165,14.692378328741967,Gain Weight
20,45,165,16.528925619834713,Gain Weight
20,50,165,18.36547291092746,Gain Weight
20,55,165,20.202020202020204,Maintain Weight
20,60,165,22.03856749311295,Maintain Weight
20,65,165,23.875114784205696,Maintain Weight
20,70,165,25.71166207529844,Lose Weight
20,75,165,27.548209366391188,Lose Weight
20,80,165,29.384756657483933,Lose Weight
20,85,165,31.22130394857668,Lose Weight
20,90,165,33.057851239669425,Lose Weight
20,95,165,34.894398530762174,Lose Weight
20,100,165,36.73094582185492,Lose Weight
20,105,165,38.567493112947666,Lose Weight
20,110,165,40.40404040404041,Lose Weight
20,115,165,42.24058769513316,Lose Weight
20,120,165,44.0771349862259,Lose Weight
20,125,165,45.91368227731865,Lose Weight
20,130,165,47.75022956841139,Lose Weight
20,135,165,49.58677685950414,Lose Weight
20,140,165,51.42332415059688,Lose Weight
20,145,165,53.25987144168963,Lose Weight
20,40,170,13.84083044982699,Gain Weight
20,45,170,15.570934256055365,Gain Weight
20,50,170,17.301038062283737,Gain Weight
20,55,170,19.031141868512112,Maintain Weight
20,60,170,20.761245674740486,Maintain Weight
20,65,170,22.49134948096886,Maintain Weight
20,70,170,24.221453287197235,Maintain Weight
20,75,170,25.95155709342561,Lose Weight
20,80,170,27.68166089965398,Lose Weight
20,85,170,29.411764705882355,Lose Weight
20,90,170,31.14186851211073,Lose Weight
20,95,170,32.871972318339104,Lose Weight
20,100,170,34.602076124567475,Lose Weight
20,105,170,36.33217993079585,Lose Weight
20,110,170,38.062283737024224,Lose Weight
20,115,170,39.7923875432526,Lose Weight
20,120,170,41.52249134948097,Lose Weight
20,125,170,43.25259515570935,Lose Weight
20,130,170,44.98269896193772,Lose Weight
20,135,170,46.71280276816609,Lose Weight
20,140,170,48.44290657439447,Lose Weight
20,145,170,50.17301038062284,Lose Weight
20,40,175,13.061224489795919,Gain Weight
20,45,175,14.693877551020408,Gain Weight
20,50,175,16.3265306122449,Gain Weight
20,55,175,17.959183673469386,Gain Weight
20,60,175,19.591836734693878,Maintain Weight
20,65,175,21.224489795918366,Maintain Weight
20,70,175,22.857142857142858,Maintain Weight
20,75,175,24.489795918367346,Maintain Weight
20,80,175,26.122448979591837,Lose Weight
20,85,175,27.755102040816325,Lose Weight
20,90,175,29.387755102040817,Lose Weight
20,95,175,31.020408163265305,Lose Weight
20,100,175,32.6530612244898,Lose Weight
20,105,175,34.285714285714285,Lose Weight
20,110,175,35.91836734693877,Lose Weight
20,115,175,37.55102040816327,Lose Weight
20,120,175,39.183673469387756,Lose Weight
20,125,175,40.816326530612244,Lose Weight
20,130,175,42.44897959183673,Lose Weight
20,135,175,44.08163265306123,Lose Weight
20,140,175,45.714285714285715,Lose Weight
20,145,175,47.3469387755102,Lose Weight
20,40,180,12.345679012345679,Gain Weight
20,45,180,13.888888888888888,Gain Weight
20,50,180,15.432098765432098,Gain Weight
20,55,180,16.975308641975307,Gain Weight
20,60,180,18.51851851851852,Maintain Weight
20,65,180,20.061728395061728,Maintain Weight
20,70,180,21.604938271604937,Maintain Weight
20,75,180,23.148148148148145,Maintain Weight
20,80,180,24.691358024691358,Maintain Weight
20,85,180,26.234567901234566,Lose Weight
20,90,180,27.777777777777775,Lose Weight
20,95,180,29.320987654320987,Lose Weight
20,100,180,30.864197530864196,Lose Weight
20,105,180,32.407407407407405,Lose Weight
20,110,180,33.95061728395061,Lose Weight
20,115,180,35.49382716049382,Lose Weight
20,120,180,37.03703703703704,Lose Weight
20,125,180,38.58024691358025,Lose Weight
20,130,180,40.123456790123456,Lose Weight
20,135,180,41.666666666666664,Lose Weight
20,140,180,43.20987654320987,Lose Weight
20,145,180,44.75308641975308,Lose Weight
20,40,185,11.68736303871439,Gain Weight
20,45,185,13.148283418553687,Gain Weight
20,50,185,14.609203798392986,Gain Weight
20,55,185,16.070124178232284,Gain Weight
20,60,185,17.531044558071585,Gain Weight
20,65,185,18.991964937910883,Maintain Weight
20,70,185,20.45288531775018,Maintain Weight
20,75,185,21.913805697589478,Maintain Weight
20,80,185,23.37472607742878,Maintain Weight
20,85,185,24.835646457268076,Maintain Weight
20,90,185,26.296566837107374,Lose Weight
20,95,185,27.757487216946675,Lose Weight
20,100,185,29.218407596785973,Lose Weight
20,105,185,30.67932797662527,Lose Weight
20,110,185,32.14024835646457,Lose Weight
20,115,185,33.60116873630387,Lose Weight
20,120,185,35.06208911614317,Lose Weight
20,125,185,36.523009495982464,Lose Weight
20,130,185,37.983929875821765,Lose Weight
20,135,185,39.444850255661066,Lose Weight
20,140,185,40.90577063550036,Lose Weight
20,145,185,42.36669101533966,Lose Weight
20,40,190,11.0803324099723,Gain Weight
20,45,190,12.465373961218837,Gain Weight
20,50,190,13.850415512465375,Gain Weight
20,55,190,15.235457063711912,Gain Weight
20,60,190,16.62049861495845,Gain Weight
20,65,190,18.005540166204987,Gain Weight
20,70,190,19.390581717451525,Maintain Weight
20,75,190,20.775623268698062,Maintain Weight
20,80,190,22.1606648199446,Maintain Weight
20,85,190,23.545706371191137,Maintain Weight
20,90,190,24.930747922437675,Lose Weight
20,95,190,26.315789473684212,Lose Weight
20,100,190,27.70083102493075,Lose Weight
20,105,190,29.085872576177287,Lose Weight
20,110,190,30.470914127423825,Lose Weight
20,115,190,31.855955678670362,Lose Weight
20,120,190,33.2409972299169,Lose Weight
20,125,190,34.62603878116344,Lose Weight
20,130,190,36.011080332409975,Lose Weight
20,135,190,37.39612188365651,Lose Weight
20,140,190,38.78116343490305,Lose Weight
20,145,190,40.16620498614959,Lose Weight
20,40,195,10.519395134779751,Gain Weight
20,45,195,11.834319526627219,Gain Weight
20,50,195,13.149243918474689,Gain Weight
20,55,195,14.464168310322158,Gain Weight
20,60,195,15.779092702169626,Gain Weight
20,65,195,17.094017094017094,Gain Weight
20,70,195,18.408941485864563,Gain Weight
20,75,195,19.723865877712033,Maintain Weight
20,80,195,21.038790269559502,Maintain Weight
20,85,195,22.353714661406972,Maintain Weight
20,90,195,23.668639053254438,Maintain Weight
20,95,195,24.983563445101908,Lose Weight
20,100,195,26.298487836949377,Lose Weight
20,105,195,27.613412228796847,Lose Weight
20,110,195,28.928336620644316,Lose Weight
20,115,195,30.243261012491782,Lose Weight
20,120,195,31.558185404339252,Lose Weight
20,125,195,32.87310979618672,Lose Weight
20,130,195,34.18803418803419,Lose Weight
20,135,195,35.50295857988166,Lose Weight
20,140,195,36.81788297172913,Lose Weight
20,145,195,38.132807363576596,Lose Weight
